soil_moisture,Moisture_Trend,Precipitation,weather_humidity,MaxT,MinT,Water_Sensitivity,Irrigation_Decision,Alert_Status,ID
45.13,-3.98,6.28,11.7,32.0,17.0,2,0,1,855
44.77,0.06,1.92,39.4,23.1,23.9,0,1,1,856
40.91,-2.79,1.46,66.5,25.4,27.7,2,1,1,857
51.8,-4.61,9.38,34.8,21.6,13.4,1,1,1,858
54.12,-4.64,9.18,91.9,34.4,30.4,1,0,1,859
41.64,-3.25,8.87,67.1,35.6,25.2,1,1,0,860
59.39,3.67,6.25,16.5,32.6,33.7,2,0,0,861
51.33,-2.18,8.08,91.8,40.4,18.5,0,0,0,862
53.11,4.5,0.69,96.2,41.5,12.7,0,0,1,863
51.02,0.82,3.35,17.0,35.4,22.7,0,0,0,864
50.02,-0.63,3.14,57.9,20.3,12.1,2,0,1,865
53.99,0.8,6.36,37.3,37.4,34.2,2,0,1,866
43.88,0.17,3.56,45.4,30.4,11.0,1,0,1,867
44.55,2.59,1.49,26.2,34.1,28.8,2,1,1,868
61.54,-2.18,5.96,62.0,36.2,23.1,1,0,0,869
63.65,-1.47,8.14,96.2,28.8,19.2,1,1,1,870
49.33,3.94,3.82,55.3,42.9,11.6,0,1,0,871
46.77,4.46,1.32,17.5,23.3,25.6,2,1,0,872
56.1,3.93,1.97,65.8,36.8,24.6,0,1,1,873
50.22,-0.81,2.37,40.6,20.1,17.0,0,1,0,874
40.63,2.8,3.0,87.0,43.1,32.8,2,0,0,875
43.9,-0.24,6.43,49.1,22.8,17.6,2,1,0,876
57.9,-0.02,6.01,27.4,22.4,21.2,1,1,1,877
56.47,-2.95,6.96,27.2,28.3,23.6,1,1,1,878
40.68,0.91,3.63,79.2,29.3,12.5,1,0,1,879
45.55,-3.14,8.24,33.9,25.4,33.3,1,1,0,880
45.78,-1.68,2.04,79.1,34.6,19.4,0,1,0,881
56.8,3.55,4.69,28.5,31.1,12.0,0,1,1,882
40.49,-2.93,8.01,39.0,20.9,19.7,2,1,1,883
42.6,-4.29,1.8,51.9,28.0,25.0,1,0,0,884
60.0,-4.31,1.1,94.9,40.3,22.8,1,1,1,885
44.46,4.41,8.84,93.9,37.2,27.4,1,0,1,886
56.32,0.07,3.43,28.6,38.1,11.4,0,0,0,887
45.95,-0.91,6.84,42.2,37.5,17.1,2,1,0,888
42.49,3.11,0.25,23.4,27.8,30.5,0,1,1,889
46.08,3.36,6.9,55.9,22.5,12.0,2,0,1,890
58.06,-1.68,3.16,51.5,26.8,31.4,2,1,1,891
61.39,1.94,0.56,91.1,40.8,12.3,0,1,1,892
60.76,2.71,6.1,93.7,44.5,30.9,0,1,0,893
49.93,1.55,2.41,44.5,32.3,19.0,2,0,1,894
56.7,-3.48,3.87,54.3,20.2,25.3,0,0,1,895
45.12,3.76,0.81,90.7,23.5,13.8,0,1,0,896
47.33,0.39,1.47,82.6,28.1,11.7,2,1,0,897
62.41,-2.18,2.98,10.3,34.5,15.4,2,0,0,898
40.33,-0.75,0.9,38.8,21.9,13.2,1,0,0,899
42.14,-4.62,9.11,48.0,43.6,17.8,0,0,0,900
45.2,-3.72,0.06,30.7,29.1,22.9,2,0,0,901
40.66,2.66,4.84,28.0,42.8,24.7,0,0,0,902
44.54,-5.0,1.23,13.4,39.5,29.7,0,0,1,903
54.58,-0.83,3.08,67.9,38.9,26.4,2,0,1,904
50.54,0.23,9.26,33.6,35.2,25.2,1,1,0,905
62.32,-4.45,1.62,14.7,35.7,20.3,2,0,1,906
60.44,4.73,9.66,30.8,36.0,21.8,2,0,1,907
48.55,-2.74,2.06,82.2,35.7,20.4,0,1,0,908
46.49,-1.96,7.42,86.6,33.8,31.1,1,1,0,909
49.49,-1.96,5.47,53.5,44.7,15.8,2,1,0,910
54.76,-2.7,8.84,47.4,38.3,10.1,0,0,0,911
46.7,-4.99,5.54,98.0,39.4,26.3,2,0,0,912
55.6,2.29,5.35,28.1,41.8,15.1,0,1,1,913
50.24,4.67,1.95,29.4,25.4,32.3,2,1,1,914
53.8,-2.76,1.66,36.3,22.1,31.5,1,1,0,915
50.9,1.63,9.16,25.5,32.1,11.9,2,0,0,916
47.36,2.42,3.28,44.1,32.9,12.7,0,1,1,917
63.71,3.48,3.72,92.0,40.7,22.4,2,0,1,918
59.09,-0.77,7.6,65.4,31.1,25.2,1,0,1,919
43.5,-1.97,3.39,47.1,34.3,16.9,1,0,0,920
61.71,-1.75,9.52,94.1,33.2,27.9,1,0,0,921
52.19,2.13,7.38,14.4,21.0,24.9,1,1,1,922
62.36,3.17,5.97,28.9,35.4,18.1,0,1,0,923
60.0,-3.18,8.81,60.9,40.7,10.6,2,1,1,924
50.63,-1.29,0.5,65.4,23.9,28.8,1,0,0,925
40.56,4.02,2.57,13.6,34.9,15.4,2,1,0,926
46.72,3.07,4.65,46.3,34.8,30.9,0,0,1,927
53.54,4.85,2.27,68.4,24.1,20.5,2,0,1,928
55.84,2.54,7.44,72.8,23.1,24.4,2,0,0,929
46.45,-1.07,9.19,67.4,44.5,31.8,1,1,1,930
43.48,0.91,4.24,38.9,29.8,31.6,1,0,0,931
60.87,1.61,3.42,18.4,25.7,19.3,0,0,1,932
64.61,-4.22,9.62,48.4,24.3,15.2,2,1,1,933
53.14,0.44,4.45,21.6,36.7,29.4,0,1,0,934
44.29,2.09,4.89,95.3,35.2,20.8,0,1,0,935
46.81,-3.33,3.52,52.8,36.1,14.8,0,0,0,936
40.46,2.81,9.1,38.6,22.2,32.6,1,0,1,937
62.86,0.84,5.69,79.0,42.3,15.0,1,1,1,938
42.94,4.52,7.62,54.8,29.7,10.6,2,0,0,939
54.41,-4.58,8.12,37.9,27.8,10.5,2,0,1,940
46.85,-2.35,3.42,83.1,31.6,25.6,2,1,0,941
53.85,1.02,4.34,88.0,29.8,26.5,1,1,0,942
56.29,-2.03,8.48,70.6,41.6,17.8,1,1,0,943
60.74,2.14,3.63,14.2,43.2,18.0,0,1,0,944
45.16,2.59,7.94,61.0,27.6,18.5,1,1,0,945
40.27,-3.97,9.41,78.7,41.6,27.0,0,1,1,946
43.42,0.14,6.23,22.3,39.5,11.5,0,1,1,947
62.5,0.09,7.42,30.6,43.3,33.2,1,1,0,948
61.85,-1.31,8.05,89.4,26.1,15.6,0,0,1,949
54.94,4.33,8.45,11.8,34.4,35.0,0,0,0,950
55.01,3.28,3.95,77.7,26.9,14.3,2,0,1,951
56.63,1.97,0.51,52.6,40.6,29.3,0,0,1,952
44.38,2.14,4.02,50.2,20.1,15.6,1,0,0,953
62.86,-0.38,6.74,10.6,34.1,12.0,1,0,1,954
50.47,4.21,4.5,83.7,28.5,31.9,0,0,0,955
49.58,1.95,7.49,42.4,28.1,31.5,2,0,1,956
52.97,2.29,3.57,58.7,36.1,20.1,1,0,0,957
41.17,3.62,6.35,71.0,41.3,27.6,1,0,0,958
44.16,-2.26,1.86,73.2,35.2,23.9,2,0,0,959
58.45,3.07,7.49,96.0,41.3,31.3,0,1,0,960
42.07,-3.05,5.46,57.8,26.6,17.9,1,0,0,961
55.08,-1.55,2.04,46.0,33.0,23.1,0,1,0,962
46.13,-1.64,2.92,95.8,31.3,22.1,0,0,1,963
49.73,4.79,7.49,67.8,20.3,18.8,0,1,0,964
47.22,3.57,4.83,36.8,33.9,32.3,0,0,1,965
48.89,2.01,2.16,21.4,36.5,14.1,1,1,0,966
57.98,2.27,9.67,85.8,34.8,13.7,2,0,1,967
47.43,0.62,7.15,42.6,38.4,24.4,1,1,0,968
54.16,4.47,9.57,69.4,34.3,26.4,2,0,0,969
51.9,-0.04,4.27,52.4,21.7,14.9,0,1,1,970
56.59,-1.19,4.75,27.9,22.9,19.8,2,0,0,971
63.42,-3.37,8.98,64.2,34.9,33.7,0,1,0,972
58.31,2.86,5.25,15.5,26.9,16.2,1,1,0,973
45.37,2.34,7.07,47.2,22.0,26.7,1,1,0,974
40.78,-1.16,2.52,59.2,30.7,28.5,2,1,1,975
46.56,-4.75,4.47,49.2,33.9,21.2,0,1,0,976
54.88,3.39,1.23,77.4,28.2,33.4,0,1,1,977
41.29,-4.89,2.06,84.5,38.0,28.4,2,1,0,978
52.41,2.04,0.01,79.4,36.1,21.4,0,1,0,979
54.92,4.7,0.39,13.5,28.3,24.2,0,0,0,980
48.36,-0.62,9.77,27.5,38.9,27.3,0,0,0,981
59.27,-2.65,2.42,58.3,36.2,24.8,1,0,1,982
42.66,2.05,6.63,94.1,35.9,32.0,1,1,0,983
41.88,3.17,8.39,85.1,33.8,18.9,1,1,0,984
58.2,0.46,5.51,85.8,20.3,17.5,0,0,0,985
52.39,4.67,1.53,37.3,37.4,15.3,1,0,1,986
57.21,-4.48,7.28,48.7,29.4,10.9,0,1,1,987
50.87,0.05,6.0,52.4,43.6,11.1,0,1,1,988
46.16,2.18,7.31,24.2,40.4,31.8,2,0,1,989
60.48,3.63,7.7,12.8,34.7,27.0,0,1,0,990
59.99,-3.21,9.75,95.2,26.3,26.5,1,0,0,991
57.37,3.0,5.74,31.7,25.1,25.4,1,1,1,992
46.8,0.53,3.42,31.6,28.5,31.2,0,0,0,993
54.76,-1.03,6.48,17.5,31.9,22.0,1,0,0,994
49.02,-3.68,0.68,93.6,27.4,31.8,0,1,1,995
42.29,3.65,8.97,62.2,32.9,19.0,2,0,0,996
62.93,-3.43,1.19,70.0,24.1,33.2,0,1,1,997
43.42,-1.9,3.28,92.0,44.4,27.5,0,1,1,998
63.76,-2.1,8.16,41.1,22.7,16.4,2,1,1,999
51.15,3.71,5.97,65.9,43.3,24.1,1,1,1,1000
44.63,1.73,3.94,13.5,42.8,23.3,2,1,1,1001
53.55,2.97,4.73,26.8,33.1,13.4,2,0,1,1002
61.82,-2.5,8.55,84.8,38.1,24.8,0,1,0,1003
58.31,1.25,3.4,79.0,30.9,17.9,0,1,0,1004
60.16,0.72,8.7,41.6,35.8,11.3,2,0,0,1005
56.47,3.33,0.88,43.9,28.5,33.7,1,1,1,1006
57.31,4.06,7.77,58.0,27.5,26.0,2,0,1,1007
61.23,-4.88,8.48,10.0,34.5,31.9,1,1,1,1008
46.24,1.74,1.82,31.7,32.5,26.9,2,0,0,1009
52.24,-4.48,4.3,28.7,34.5,18.9,2,1,0,1010
45.53,0.49,1.65,32.5,27.2,22.8,1,1,1,1011
64.69,-2.12,7.07,82.5,29.2,26.9,2,1,1,1012
63.6,-1.93,5.35,35.2,22.1,34.0,0,1,1,1013
40.99,-1.47,6.35,27.2,21.3,16.3,2,1,1,1014
57.64,1.21,1.96,55.4,26.3,31.9,0,0,1,1015
63.13,-1.66,2.12,87.9,21.9,33.1,1,0,0,1016
44.51,2.33,0.41,31.7,22.6,26.8,1,1,1,1017
54.2,-0.95,3.22,17.1,40.3,33.3,0,0,1,1018
62.89,-4.32,5.6,42.1,21.0,19.9,2,1,1,1019
40.85,2.84,8.58,77.3,36.5,33.8,0,1,1,1020
57.44,-2.14,6.67,59.6,26.8,27.6,0,1,0,1021
47.43,-0.67,4.35,83.5,41.8,11.1,1,0,1,1022
63.11,1.85,9.53,96.4,32.1,32.7,0,1,1,1023
64.28,-1.68,7.19,81.3,27.6,22.1,2,0,1,1024
63.61,-4.43,9.3,64.3,32.9,21.5,0,1,0,1025
51.86,-1.26,5.28,54.4,29.5,24.2,1,1,1,1026
61.55,4.44,2.59,13.6,34.1,13.7,2,0,0,1027
61.11,1.42,0.53,98.6,22.9,21.7,1,1,1,1028
47.98,1.71,7.26,44.5,44.9,30.8,0,0,1,1029
60.72,1.32,1.21,23.7,30.6,10.4,0,1,1,1030
40.93,-3.01,3.03,70.0,28.7,16.8,1,1,1,1031
54.91,-0.82,5.32,35.6,37.8,10.1,1,1,1,1032
45.75,2.51,5.64,62.7,29.1,20.4,2,0,1,1033
43.01,-3.99,6.01,62.8,40.8,28.2,1,1,1,1034
41.92,-2.22,1.66,50.1,31.4,30.0,1,0,1,1035
57.41,-2.24,3.8,85.3,38.0,33.6,0,1,1,1036
48.5,-0.68,6.17,33.8,22.7,25.2,0,1,0,1037
58.12,4.8,9.7,50.4,41.2,16.4,1,0,0,1038
41.63,-4.32,7.28,58.4,38.4,33.1,1,1,0,1039
47.88,0.19,9.23,69.7,25.3,29.4,0,1,0,1040
53.49,-3.21,7.62,80.6,23.6,24.4,2,0,1,1041
59.77,4.71,5.92,45.5,27.9,27.4,2,0,1,1042
47.97,-3.87,1.92,68.1,44.4,33.1,2,0,0,1043
55.65,-0.96,6.67,23.6,26.4,27.8,2,1,0,1044
62.15,2.38,6.23,93.9,31.4,19.2,0,0,0,1045
55.4,2.05,6.02,44.5,20.8,27.8,1,0,0,1046
45.82,-0.77,4.9,75.7,29.9,11.0,2,1,1,1047
40.61,-1.53,5.29,11.8,34.3,19.7,0,0,0,1048
61.75,-1.02,3.34,28.5,43.8,20.2,1,0,1,1049
40.53,-2.36,5.19,53.8,32.9,14.2,2,1,1,1050
61.87,-2.95,1.98,89.0,40.5,10.6,1,0,1,1051
53.22,-0.17,8.05,57.5,33.7,13.3,2,1,0,1052
63.48,-2.31,1.86,93.7,21.0,26.4,1,0,0,1053
59.97,-2.13,0.85,53.5,27.9,30.1,2,0,1,1054
64.95,1.57,4.36,54.1,34.4,34.7,2,1,0,1055
48.77,4.69,6.58,20.8,43.8,18.7,1,0,0,1056
59.18,1.04,4.38,82.2,41.5,25.0,1,1,1,1057
50.05,-4.23,2.77,32.2,25.7,33.4,1,0,1,1058
52.0,-4.24,5.58,91.0,25.5,14.2,0,0,0,1059
55.69,4.51,3.47,92.0,25.0,27.9,0,1,1,1060
61.84,-2.03,9.33,94.9,43.1,28.9,1,1,0,1061
64.6,-4.08,9.23,56.8,41.3,12.2,0,0,0,1062
59.21,0.99,5.02,70.9,39.4,31.5,2,0,1,1063
50.44,1.24,3.28,80.1,29.8,30.3,1,0,1,1064
50.53,1.49,7.37,21.8,32.6,10.8,0,1,0,1065
58.44,-2.33,0.37,64.1,31.6,12.3,1,1,1,1066
45.97,-4.85,4.75,13.1,26.3,11.2,2,0,0,1067
42.76,4.65,3.36,54.8,32.6,18.4,2,0,1,1068
48.87,-2.49,9.21,23.9,20.8,22.7,0,0,0,1069
47.18,1.76,0.12,26.5,23.3,23.3,2,1,1,1070
47.41,2.07,5.53,42.9,42.2,16.7,1,0,0,1071
45.84,1.1,7.41,48.9,38.8,32.8,0,1,0,1072
41.05,-1.87,4.85,66.1,30.6,19.2,1,1,1,1073
40.45,-2.29,0.85,16.7,32.9,11.1,1,0,0,1074
64.69,0.98,9.72,55.3,29.2,17.5,1,1,0,1075
50.69,3.66,5.18,26.4,38.5,23.3,2,1,0,1076
49.61,4.47,6.14,61.7,39.6,20.2,1,0,0,1077
56.99,-3.94,2.37,67.4,39.1,16.8,2,0,0,1078
45.46,-3.45,4.83,60.1,38.1,13.3,1,0,1,1079
63.75,4.45,4.29,76.4,25.1,30.5,2,0,0,1080
59.66,2.37,0.75,40.2,28.4,34.9,2,0,0,1081
42.24,3.83,1.06,78.9,31.7,18.2,2,0,0,1082
50.44,-2.97,8.37,48.9,28.3,19.5,1,0,1,1083
61.98,0.88,2.4,53.6,38.9,25.5,1,1,1,1084
63.62,2.01,1.95,68.3,28.2,28.0,2,0,0,1085
51.69,1.8,5.05,11.7,23.5,19.8,1,0,0,1086
55.34,-0.92,7.69,68.9,30.0,32.6,2,0,1,1087
44.18,-4.85,0.62,65.7,44.5,24.0,1,0,1,1088
64.78,0.83,5.77,37.9,25.6,21.3,2,0,0,1089
45.79,-2.47,1.19,17.7,35.3,26.2,2,0,1,1090
63.57,-0.5,0.36,18.2,30.8,33.8,0,1,0,1091
56.24,4.58,0.53,93.1,21.8,29.9,1,0,0,1092
55.19,-1.01,8.34,72.0,32.2,11.0,1,1,0,1093
52.82,3.4,1.18,21.4,37.6,18.3,0,0,1,1094
45.77,-3.11,0.45,42.1,32.8,21.8,2,1,0,1095
44.41,1.72,4.38,63.3,41.8,17.9,2,1,0,1096
45.51,4.77,8.44,85.2,27.2,27.5,0,1,1,1097
44.66,-3.98,2.62,13.9,22.2,30.7,0,0,0,1098
59.49,-4.92,4.22,31.3,43.4,28.3,2,0,0,1099
48.75,-0.66,0.4,90.1,29.5,34.7,1,0,0,1100
41.45,-4.07,4.49,10.8,34.4,16.8,0,0,1,1101
64.23,2.48,5.78,28.1,39.8,31.9,0,0,1,1102
62.09,4.15,5.71,96.3,28.1,29.2,0,0,0,1103
63.19,-0.66,3.32,65.2,37.9,19.1,0,1,1,1104
64.87,-2.41,3.16,33.6,23.4,28.4,0,1,0,1105
44.35,-0.66,1.07,16.0,27.3,12.6,0,1,0,1106
49.91,2.23,3.67,12.5,23.6,29.7,2,0,1,1107
58.96,-4.91,0.99,32.0,40.3,23.3,2,0,1,1108
57.4,0.89,7.67,89.3,25.6,17.3,0,1,0,1109
43.85,1.13,9.66,47.4,37.9,26.4,2,0,1,1110
60.4,1.38,9.7,74.8,43.6,26.0,1,0,1,1111
45.61,-2.58,8.65,92.6,33.2,15.2,1,0,1,1112
45.6,2.14,6.01,46.7,33.5,10.8,0,1,0,1113
53.42,-4.09,7.01,27.2,31.5,20.8,1,1,0,1114
54.82,-3.01,2.85,56.5,28.1,24.2,1,0,1,1115
54.5,3.77,6.31,91.7,31.9,31.9,2,1,0,1116
42.29,2.39,4.56,82.4,35.1,33.2,2,1,0,1117
61.94,-4.86,4.82,15.9,44.6,23.2,2,0,1,1118
46.64,-2.52,7.58,72.3,43.4,28.8,2,0,0,1119
43.24,-2.86,2.82,61.5,41.6,21.0,1,1,1,1120
62.22,-2.29,3.18,91.7,42.2,28.7,0,1,0,1121
63.89,-2.52,9.25,21.0,31.7,15.1,2,0,0,1122
61.55,-4.37,0.56,58.1,36.4,19.3,1,0,1,1123
60.24,-0.41,4.86,89.2,42.4,25.9,2,0,0,1124
56.38,2.33,9.13,46.9,29.8,10.5,1,1,1,1125
53.77,1.07,6.1,53.4,44.0,28.1,2,1,0,1126
42.17,1.73,5.46,16.3,30.4,30.9,0,0,0,1127
50.21,-4.19,2.5,35.0,35.0,20.0,2,0,0,1128
49.32,4.51,3.43,39.2,37.7,21.2,0,0,1,1129
46.49,3.38,8.52,95.1,43.8,31.3,2,0,0,1130
58.09,3.05,5.59,35.4,26.1,29.4,2,1,0,1131
52.4,3.23,5.15,51.5,38.7,17.2,2,0,1,1132
42.03,4.33,1.0,70.4,33.0,18.1,1,0,1,1133
45.5,0.44,0.16,24.6,26.7,27.0,1,1,0,1134
57.08,-3.0,9.64,53.8,39.4,24.1,0,0,1,1135
41.9,1.17,3.77,76.5,33.8,14.1,0,1,1,1136
61.28,2.43,6.03,88.0,36.5,17.7,1,1,1,1137
52.38,2.38,0.8,66.4,28.1,32.5,0,1,1,1138
52.01,0.21,6.83,70.2,32.0,27.2,0,0,0,1139
54.81,-4.32,9.33,21.4,35.4,34.6,1,1,1,1140
60.62,-1.29,5.76,95.1,30.1,29.2,1,0,0,1141
48.7,4.21,1.26,21.9,25.0,33.5,1,1,0,1142
56.95,0.84,5.82,79.7,44.0,15.4,1,1,0,1143
54.14,0.38,7.66,33.8,32.8,29.3,2,1,1,1144
46.68,-2.31,4.06,94.0,38.3,10.5,1,0,1,1145
61.97,-1.32,8.8,74.8,30.3,26.8,0,0,0,1146
59.94,3.95,6.49,77.8,28.9,21.7,2,1,0,1147
56.46,1.66,8.99,29.7,30.2,18.7,2,0,1,1148
61.26,2.87,6.24,49.9,30.2,31.6,0,1,1,1149
61.68,-0.46,1.31,65.6,33.6,31.4,2,1,0,1150
57.71,1.3,3.1,79.3,33.6,10.6,0,1,1,1151
60.93,-2.52,2.02,19.4,32.4,25.2,2,1,1,1152
57.44,2.05,9.09,96.6,23.4,19.2,2,0,0,1153
57.0,-0.72,7.6,90.1,32.4,20.4,0,1,1,1154
55.47,-0.57,6.76,34.3,24.2,30.8,0,0,1,1155
58.82,1.49,3.01,84.0,23.2,17.7,0,1,0,1156
43.97,4.36,1.84,56.6,43.3,33.6,0,1,1,1157
62.02,-4.36,7.56,51.6,35.1,14.5,1,1,0,1158
61.8,3.25,4.74,38.3,36.5,26.6,1,1,1,1159
40.73,-2.08,2.26,62.3,30.0,26.8,0,1,0,1160
60.65,-0.56,6.17,75.7,42.7,16.3,1,0,1,1161
43.22,-4.78,0.4,47.0,35.9,18.1,0,0,0,1162
48.38,-1.99,3.26,66.6,39.2,30.9,0,1,1,1163
58.59,0.03,4.69,72.9,29.2,29.0,2,0,1,1164
44.02,-4.44,1.48,74.0,44.0,18.2,0,0,1,1165
60.45,-0.09,9.85,14.7,40.5,23.3,0,1,0,1166
60.8,4.27,2.09,87.4,41.3,11.5,0,1,1,1167
52.69,-3.95,1.3,51.2,24.3,15.2,0,1,0,1168
40.16,2.64,2.04,33.6,26.8,22.1,2,1,1,1169
47.18,-0.9,7.69,31.8,27.1,12.1,0,0,1,1170
55.42,1.55,4.26,53.5,26.8,31.1,2,0,1,1171
64.53,-2.4,5.65,89.8,41.4,28.0,0,0,1,1172
55.8,-3.41,0.21,44.1,20.8,33.6,2,0,1,1173
46.5,-3.4,0.34,77.5,21.9,27.3,1,1,1,1174
55.85,-4.3,4.46,18.7,26.8,33.5,2,1,0,1175
53.5,-3.14,8.17,52.8,25.0,23.9,2,1,0,1176
59.5,1.64,8.85,99.3,25.8,25.0,0,1,1,1177
42.67,3.82,0.87,79.3,39.9,34.4,2,0,1,1178
59.03,3.14,5.38,28.9,34.1,26.1,2,0,1,1179
53.53,1.85,9.13,55.1,20.1,10.8,0,1,1,1180
64.07,-3.9,3.88,31.0,30.7,28.1,1,0,1,1181
48.55,-2.11,8.3,46.9,30.2,32.6,1,0,0,1182
55.82,-1.9,1.34,80.2,22.8,29.9,1,1,1,1183
63.3,-2.5,9.35,79.4,36.9,24.6,2,0,1,1184
42.56,0.15,7.51,30.5,37.6,26.8,0,1,0,1185
63.43,0.36,9.41,93.0,38.0,34.8,1,0,0,1186
57.2,-1.43,6.77,63.3,38.2,12.3,1,0,0,1187
41.7,-1.46,3.63,44.2,20.0,26.7,1,1,1,1188
47.52,3.29,9.38,55.2,43.8,17.1,1,1,1,1189
57.7,2.89,2.76,64.5,40.4,26.0,0,1,1,1190
41.68,-1.92,3.32,60.4,42.6,25.2,1,0,1,1191
54.55,4.14,7.01,53.8,20.4,13.8,2,1,1,1192
48.65,4.53,7.65,55.4,43.3,15.2,2,0,0,1193
55.52,-1.73,9.29,25.9,40.2,25.5,0,1,1,1194
41.14,-1.46,2.05,83.1,40.9,13.2,1,0,1,1195
61.79,0.06,7.98,58.8,22.3,16.6,1,1,1,1196
64.34,4.41,7.39,21.8,38.5,30.9,2,1,0,1197
64.22,3.76,0.64,79.0,44.0,18.2,0,0,1,1198
58.74,-3.97,3.87,93.9,37.0,22.2,2,0,1,1199
43.25,-1.07,2.83,95.3,34.3,33.5,0,1,1,1200
58.96,0.53,3.04,43.2,43.6,15.7,0,0,1,1201
40.61,0.03,9.83,22.2,31.1,19.7,0,1,0,1202
40.55,-3.06,6.43,56.7,35.0,25.2,2,0,0,1203
48.09,3.59,7.18,20.1,31.9,28.9,0,0,0,1204
52.22,1.77,9.77,94.1,43.3,32.5,2,1,1,1205
59.26,3.38,3.77,26.5,21.9,32.9,2,1,0,1206
57.08,3.59,8.02,32.7,32.5,29.4,1,0,0,1207
51.15,2.48,4.35,46.6,37.2,15.7,2,0,1,1208
46.84,-0.61,8.7,44.5,39.8,10.6,2,0,1,1209
64.93,1.11,1.81,81.5,34.6,19.6,1,0,0,1210
50.65,-3.4,9.48,51.1,42.7,13.5,1,1,0,1211
51.28,1.74,2.19,25.4,43.5,27.8,1,1,0,1212
44.09,-3.21,3.26,34.0,21.6,26.5,0,0,0,1213
59.87,1.94,7.56,55.8,30.1,11.1,0,1,1,1214
57.34,-2.7,3.94,23.3,20.6,30.9,1,0,1,1215
45.52,-3.82,6.08,65.0,28.2,16.2,0,0,0,1216
42.06,-3.35,4.45,60.9,33.4,20.8,1,0,0,1217
57.01,-4.98,7.42,74.3,42.8,26.7,0,1,0,1218
56.36,2.19,2.28,94.4,41.2,20.7,2,0,1,1219
46.83,2.32,0.58,92.1,23.2,21.0,0,1,1,1220
63.77,0.15,3.0,95.1,22.3,11.6,0,1,1,1221
43.78,-3.39,4.74,32.0,34.7,20.0,2,0,0,1222
50.81,-4.16,1.68,21.8,33.3,29.1,1,1,1,1223
63.59,-4.81,3.55,37.2,26.7,32.9,0,0,0,1224
50.49,-3.34,4.0,90.6,42.5,20.3,0,0,0,1225
55.96,3.91,0.57,97.5,43.2,20.6,2,1,1,1226
49.94,-2.58,5.83,87.3,30.1,27.6,2,0,0,1227
46.86,-1.46,8.84,19.9,42.3,33.6,2,1,1,1228
64.6,-3.95,1.52,95.3,29.6,16.7,2,1,1,1229
50.23,-2.78,5.98,48.1,38.4,21.0,1,1,0,1230
62.35,0.19,6.65,10.8,31.9,29.9,0,0,0,1231
45.75,1.08,4.19,49.8,23.1,25.2,0,1,1,1232
45.33,-2.55,7.01,14.1,43.2,12.8,0,0,1,1233
40.78,-4.42,4.11,58.9,31.4,25.7,0,0,1,1234
56.29,-1.09,5.05,40.5,38.4,14.7,1,1,1,1235
49.21,-2.66,0.07,52.6,29.2,22.8,0,1,1,1236
61.61,-2.8,6.92,65.2,20.5,23.2,1,0,1,1237
51.83,4.6,6.61,88.2,22.5,31.9,1,1,1,1238
64.2,1.16,0.38,69.6,32.4,21.6,2,1,0,1239
44.64,0.57,3.68,49.1,37.2,17.0,2,1,1,1240
61.72,-0.84,9.79,83.7,28.4,15.8,0,0,0,1241
59.41,-0.71,4.21,91.5,37.4,31.9,1,1,0,1242
59.27,0.41,5.02,20.8,37.5,14.3,2,0,1,1243
61.12,1.96,9.1,57.9,37.6,20.6,1,0,1,1244
59.03,2.02,7.17,35.6,32.3,14.7,2,1,1,1245
55.66,-3.28,5.82,14.2,42.9,29.3,1,1,1,1246
43.28,0.0,7.98,70.2,32.2,21.9,0,0,1,1247
40.81,-0.88,8.64,87.6,31.3,18.8,0,0,0,1248
63.02,3.71,4.57,24.7,25.0,19.0,1,1,0,1249
55.42,1.31,4.75,83.1,27.7,31.3,2,0,1,1250
59.91,0.33,3.86,86.8,21.1,23.8,2,1,1,1251
52.04,-3.85,9.67,92.3,35.8,27.9,0,0,1,1252
42.93,1.06,6.97,33.9,26.2,32.4,0,1,1,1253
43.13,-3.83,0.83,91.4,27.6,32.5,0,0,0,1254
57.14,-1.63,8.63,38.9,39.3,18.2,2,1,0,1255
50.76,-3.57,4.81,59.7,28.2,33.8,2,1,0,1256
45.01,1.92,0.69,14.5,26.1,10.6,0,0,1,1257
52.29,-2.94,5.5,13.9,24.2,19.4,1,1,1,1258
41.61,-1.08,4.17,74.8,39.4,32.4,2,0,1,1259
54.55,3.96,8.78,50.0,23.2,16.9,0,0,0,1260
46.72,-2.96,2.04,33.1,31.3,16.8,1,0,0,1261
59.94,0.08,8.26,27.1,32.7,17.6,2,0,0,1262
47.76,-0.81,5.58,70.3,37.2,25.3,1,1,1,1263
51.38,-4.82,0.55,10.0,35.8,21.0,1,0,0,1264
40.29,2.93,9.72,82.5,40.3,28.2,2,0,1,1265
41.81,-4.31,5.13,17.1,21.1,32.4,0,0,0,1266
49.81,-0.26,2.91,27.2,27.4,26.9,1,1,1,1267
52.0,0.61,4.69,44.8,27.0,15.1,0,0,1,1268
55.0,1.28,8.58,53.6,23.7,33.3,2,1,1,1269
47.29,1.89,3.05,41.9,27.2,16.6,1,1,1,1270
57.37,-2.47,1.93,38.9,27.7,13.7,1,0,0,1271
61.5,-4.9,1.29,96.8,33.0,12.2,1,1,0,1272
59.5,2.23,2.98,67.7,36.6,24.1,1,0,0,1273
40.99,0.36,7.8,12.1,29.5,12.8,1,1,1,1274
